"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11657_4#94","11679_1#96","12291_1#12","12291_3#50","12291_3#84","13091_5#9","13154_2#47","13154_2#48","13154_2#55","13154_2#63","13154_2#74","14673_2#26","14936_4#47","19084_7#109","19084_7#127","19084_7#175","19084_8#30","19084_8#45","21127_1#174","21999_7#136","21999_7#148","21999_8#13"
"sdrD","","cell wall surface anchor family protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1201","","sortase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"tee6","","cell wall surface anchor family protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2246","","sortase family protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_795","","cell wall surface anchor family protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"nisC","","lantibiotic biosynthesis protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_887","","Lantibiotic biosynthesis protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2245","","lantibiotic efflux protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"gatB_1","","putative transposase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_830","","putative transposase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1479","comC","competence stimulating peptide (CSP) precursor",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"wchY","","glycerol-2-phosphate dehydrogenase WchY",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"wchZ","","nucleotidyl transferase WchZ",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"wchX","","glycerol phosphotransferase WchX",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2366","","Tn5253 hypothetical protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"cbp5","","choline-binding protein Cbp5",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4325","wzx","transporter",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5653","wchM","ss-14-galactosyltransferase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3814","wchN","capsular polysaccharide synthesis protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1779","","transmembrane protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3625","wchJ","putative glycosyl transferase enhancer",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_246","","chlorohydrolase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2866","wchK","ss-14-galactosyltransferase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4324","wzy","polysaccharide polymerase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5652","wchL","ss-13-N-acetylglucosaminyltransferase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4330","","putative metal-dependent membrane protease",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3195","","metal-dependent CAAX amino terminal membrane protease family protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"tnpC","","transposase ISSmi3",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4128","","NgoPII restriction endonuclease",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4129","","hypothetical protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5310","bspRIM","site-specific DNA methylase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5908","","hypothetical protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ddeI","","type II DNA modification enzyme (methyltransferase cytosine-specific)",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5909","","molecular chaperone HSP90 family",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4404","","chlorohydrolase",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5911","","hypothetical protein",22,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"hmpT","","integral membrane protein",21,"","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"clpC_1","","Group II intron maturase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"group_1190","","ABC transporter permeae",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_23","","transposase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"gldA","","3-dehydroquinate synthase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"transposase_C","","transposase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"acpP_2","","acyl carrier protein",21,"","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"luxS","","S-ribosylhomocysteinase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1339","","excreted peptide",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"group_485","","sortase-like acyltransferase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"blpN","","blpN protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_1026","","hypothetical protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_1555","","integral membrane protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"dps","","DPS family peroxide resistance protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"rpiL","","50S ribosomal protein L7/L12",21,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_608","ydaF_5","shikimate kinase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_132","","Tn5253 hypothetical protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"group_2194","","FIG01115489: hypothetical protein",21,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1180","","hypothetical protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_959","","acetyltransferase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_489","","transposase",21,"","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_22","","chlorohydrolase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"mobA","","MobA/MobL family protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_433","","phage-associated protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_2200","","membrane protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1194","","membrane protein",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_698","","FIG00648496: hypothetical protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_4108","","hypothetical protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_560","galE_2","UDP-glucose 4-epimerase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
"group_354","phoU_1","PhoU family",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
"group_703","","hypothetical protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_2763","","double glycine cleavage site bacteriolysin superfamily",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"group_805","","SpeK",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"wciA","","phosphotransferase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"dagK","","putative lipid kinase",21,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"hmuV","","nucleotide-binding protein",20,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"speA","","ornithine decarboxylase family protein",20,"","","","","","","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2137","","membrane associated protein",20,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1"
"group_3140","","hypothetical protein",19,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1"
"transposase_D","","transposase family protein",18,"","","","","","","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1"
"group_850","","hypothetical protein",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"bcgIB","","type II restriction endonuclease",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_646","","hypothetical protein",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_1859","","transcriptional regulator",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_76","","membrane protein",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_864","","alanine aminotransferase",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_2164","","Membrane protein",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1"
"group_2052","","chlorohydrolase",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_1346","","membrane protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","1"
"group_1232","","ABC transporter permease subunit",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"ABC.NBD.truncation_1","","ABC transporter ATP-binding protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_851","","Peptidase",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"thiF","","HesA/MoeB/ThiF family protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_1553","","hypothetical protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_1854","","hypothetical protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_1753","","hypothetical protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_5252","","polar amino acid ABC transporter ATPase",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_2068","desK","histidine sensor kinase protein",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_3160","","transposase ISSmi4",18,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_34","","transposase ISSmi4",17,"","","","","","","","1","1","1","1","1","","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_723","","membrane protein",17,"","","","","","","","1","1","1","","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"macB_1","","ABC transporter ATP-binding protein",17,"","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"artP_1","","amino acid ABC transporter periplasmic amino acid-binding protein",17,"","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_333","argG","argininosuccinate synthase truncation",17,"","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"fucU","","L-fuculose phosphate aldolase",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"levE","","PTS system transporter subunit IIB",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"manY_2","","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IIC",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"group_1336","PTS-EII_1","PTS system IIA component",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"group_1781","manZ_3","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IID",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"group_632","manZ_3","large secreted protein",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"group_263","fucI","exported glycosyl hydrolase",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1"
"group_846","","chlorohydrolase",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","",""
"group_907","","Protein of unknown function (DUF3847)",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","",""
"argH","","argininosuccinate lyase",17,"","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"bag","","surface protein PspC",17,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","",""
"pncM","","immunity protein PncM",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","",""
"group_3106","ssuB","multidrug ABC transporter ATPase",17,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","",""
"group_439","lagD_1","Bacteriocin ABC transoporter",16,"","","","","","","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_2057","","hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_672","","Secreted protein",16,"","","","","","","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","",""
"group_282","","capsular polysaccharide biosynthesis protein",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_1293","","hypothetical protein",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_1840","asp2","Accessory sectretion protein",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_2780","","Glycosyl transferase",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_299","gspA_2","Glycosyl transferase",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_2779","secY_2","Preprotein translocase SecY",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_3463","asp3","Accessory secretion protein",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_2548","","Accessory secretion protein",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_799","hyaD_2","glycosyl transferase family 2",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"group_2602","gspA_1","Glycosyl transferase",16,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","",""
"csoR","","Copper-sensing transcriptional repressor csoR",15,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","","",""
"group_12343","","IS630-Spn1 transposase Orf1",15,"","","","","","","","1","1","1","1","1","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","","",""
"group_143","","helix-turn-helix domain protein",15,"","","","","","","","1","1","1","","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1"
"group_53","sulB","dihydrofolate synthetase",15,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","","",""
"group_413","","Protein of unknown function (DUF3278)",15,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","","",""
"group_2099","","hypothetical protein",15,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","","",""
"group_5907","","membrane protein",15,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","","",""
"relaxase.truncation","","Tn5252 relaxase",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"glpE","","rhodanese-like domain-containing protein",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_1568","","transposase-like protein IS1381 ISSpn7",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_1584","immR","putative transcriptional regulator",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_1571","","hypothetical protein",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"drrA","","lantibiotic transport ATP-binding protein",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_1254","","Uncharacterized protein conserved in bacteria",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_1422","","Uncharacterized protein conserved in bacteria",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"lanM","","Lanthionine biosynthesis protein LanM",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_1946","","ABC transporter ATP-binding protein",13,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","","",""
"group_186","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","","1","","1","1","","","","1","","1","","","","","1","1","1",""
"group_726","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1","1"
"pezT","","transcriptional regulator",9,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1","1"
"group_1476","bltD","acetyltransferase",9,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1","1"
"group_6","","Predicted integral membrane protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","1","","1","","","1","1","1","","","","","1","1","1","","","",""
"group_2856","","hypothetical protein",9,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1","1"
"vrlS","","DEAD-DEAH box helicase domain-containing protein",9,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1","1"
"group_2836","","hypothetical protein",9,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1","1"
"manZ_1","","PTS system transporter subunit IID",8,"","","","","","","","1","1","1","","","","","","","","","1","1","","1","1","","","","","","1","1","1","1"
"agaC","","PTS system N-acetylgalactosamine-specific IIC component",8,"","","","","","","","1","1","1","","","","","","","","","1","1","","1","1","","","","","","1","1","1","1"
"group_1252","","hypothetical protein",8,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","1","1","1",""
"group_3030","","chlorohydrolase",8,"","","","","","","","1","1","1","","","","","","","1","1","","1","","1","1","","","","","1","","","1","1"
"group_203","","oligohyaluronate lyase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"regR","","sugar binding transcriptional regulator RegR",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"hysA","","hyaluronidase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"iolC","","carbohydrate kinase PfkB family",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_2154","","galactose-6-phosphate isomerase subunit LacB",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"ugl","","glucuronyl hydrolase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"manX","","PTS system sugar-specific transporter subunit EII",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"sorB","","N-acetylgalactosamine-specific phosphotransferase EIIB",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"gno","","gluconate 5-dehydrogenase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"dgoA","","keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_541","","preprotein translocase subunit YajC",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_714","","membrane protein",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_853","","filamentation induced by cAMP protein fic",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_296","","hypothetical protein",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_1355","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"sulB","","dihydrofolate synthetase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"int","","phage integrase family integrase/recombinase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"group_5420","maa","maltose O-acetyltransferase",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
